title;desc;long_desc;start_date;end_date;location_uid;link;img;keyword;location_name
TAO Dance Theater;13 & 14 / Tao Ye;;2024-11-16T20:00:00+0200;2024-11-16T22:00:00+0200;33981020;https://www.theatre-cornouaille.fr/projects/tao-dance-theater-tao-ye-13-14-24-25/;https://cdn.theatre-cornouaille.fr/wp-content/uploads/2024/06/03161725/24-1115-tao-ye-12-14_C_duan-ni-680x680.jpg?date=92060;Danse;Théâtre de Cornouaille
Nos corps empoisonnés;Marine Bachelot Nguyen / Lumière D’août;;2024-11-19T20:00:00+0200;2024-11-19T22:00:00+0200;33981020;https://www.theatre-cornouaille.fr/projects/nos-corps-empoisonnes-marine-bachelot-nguyen-24-25/;https://cdn.theatre-cornouaille.fr/wp-content/uploads/2024/06/03162106/24-1119-corps-empoisonnes-01_C_helene-harder-680x680.jpg?date=92091;Théâtre;Théâtre de Cornouaille - L'Atelier
Nos corps empoisonnés;Marine Bachelot Nguyen / Lumière D’août;;2024-11-21T20:00:00+0200;2024-11-21T22:00:00+0200;33981020;https://www.theatre-cornouaille.fr/projects/nos-corps-empoisonnes-marine-bachelot-nguyen-24-25/;https://cdn.theatre-cornouaille.fr/wp-content/uploads/2024/06/03162106/24-1119-corps-empoisonnes-01_C_helene-harder-680x680.jpg?date=92091;Théâtre;Théâtre de Cornouaille - L'Atelier
La Question;Henri Alleg / Laurent Meininger;;2024-11-19T20:00:00+0200;2024-11-19T22:00:00+0200;33981020;https://www.theatre-cornouaille.fr/projects/la-question-henri-alleg-laurent-meininger-24-25/;https://cdn.theatre-cornouaille.fr/wp-content/uploads/2024/06/03161920/24-1119-question-08_C_jean-louis-fernandez--680x680.jpg?date=66616;Théâtre;Théâtre de Cornouaille
La Question;Henri Alleg / Laurent Meininger;;2024-11-20T20:00:00+0200;2024-11-20T22:00:00+0200;33981020;https://www.theatre-cornouaille.fr/projects/la-question-henri-alleg-laurent-meininger-24-25/;https://cdn.theatre-cornouaille.fr/wp-content/uploads/2024/06/03161920/24-1119-question-08_C_jean-louis-fernandez--680x680.jpg?date=66616;Théâtre;Théâtre de Cornouaille
Héroïnes;Ensemble Il Caravaggio / Camille Delaforge;;2024-11-24T17:00:00+0200;2024-11-24T19:00:00+0200;33981020;https://www.theatre-cornouaille.fr/projects/heroines-ensemble-il-caravaggio-24-25/;https://cdn.theatre-cornouaille.fr/wp-content/uploads/2024/06/03162244/24-1124-heroines-04-camille-delaforge_C_julien-benhamou-680x680.jpg?date=77977;Musique/Musique baroque;Théâtre de Cornouaille
II n’y a pas de Ajar;Delphine Horvilleur / Johanna Nizard – Arnaud Aldigé;;2024-11-26T20:00:00+0200;2024-11-26T22:00:00+0200;33981020;https://www.theatre-cornouaille.fr/projects/il-ny-a-pas-de-ajar-delphine-orveilleur-johanna-nizard-24-25/;https://cdn.theatre-cornouaille.fr/wp-content/uploads/2024/06/03162404/24-1126-pas-ajar-08_C_pauline-le-goff-680x680.jpg?date=97889;Théâtre;Théâtre de Cornouaille
II n’y a pas de Ajar;Delphine Horvilleur / Johanna Nizard – Arnaud Aldigé;;2024-11-27T20:00:00+0200;2024-11-27T22:00:00+0200;33981020;https://www.theatre-cornouaille.fr/projects/il-ny-a-pas-de-ajar-delphine-orveilleur-johanna-nizard-24-25/;https://cdn.theatre-cornouaille.fr/wp-content/uploads/2024/06/03162404/24-1126-pas-ajar-08_C_pauline-le-goff-680x680.jpg?date=97889;Théâtre;Théâtre de Cornouaille
Les Grands sensibles;William Shakespeare / Elsa Granat;;2024-12-04T20:00:00+0200;2024-12-04T22:00:00+0200;33981020;https://www.theatre-cornouaille.fr/projects/les-grands-sensibles-romeo-et-juliette-elsat-granat-24-25/;https://cdn.theatre-cornouaille.fr/wp-content/uploads/2024/06/03162511/24-1204-grands-sensibles-02_C_cie-tout-un-ciel-680x680.jpg?date=107144;Théâtre;Théâtre de Cornouaille
Les Grands sensibles;William Shakespeare / Elsa Granat;;2024-12-06T20:00:00+0200;2024-12-06T22:00:00+0200;33981020;https://www.theatre-cornouaille.fr/projects/les-grands-sensibles-romeo-et-juliette-elsat-granat-24-25/;https://cdn.theatre-cornouaille.fr/wp-content/uploads/2024/06/03162511/24-1204-grands-sensibles-02_C_cie-tout-un-ciel-680x680.jpg?date=107144;Théâtre;Théâtre de Cornouaille
Concert viennois;Jeanne Bleuse – Julian Boutin / Cie La Vagabonde;;2024-12-08T20:00:00+0200;2024-12-08T22:00:00+0200;33981020;https://www.theatre-cornouaille.fr/projects/concert-viennois-jeanne-bleuse-julian-boutin-24-25/;https://cdn.theatre-cornouaille.fr/wp-content/uploads/2024/06/03162621/24-1208-vienne-01-jeanne-bleuse_C_pascale-cholette-680x680.jpg?date=117578;Musique;Théâtre de Cornouaille
Concert viennois;Jeanne Bleuse – Julian Boutin / Cie La Vagabonde;;2024-12-08T20:00:00+0200;2024-12-08T22:00:00+0200;33981020;https://www.theatre-cornouaille.fr/projects/concert-viennois-jeanne-bleuse-julian-boutin-24-25/;https://cdn.theatre-cornouaille.fr/wp-content/uploads/2024/06/03162621/24-1208-vienne-01-jeanne-bleuse_C_pascale-cholette-680x680.jpg?date=117578;Musique;Théâtre de Cornouaille
